county,state2,avg_zip_match_by_county,avg_in_urban_by_county,avg_parcels_prop_by_county,prop_count,avg_area_acres
jackson,IA,0.771,0.225,2.19,22243,180.386
jasper,IA,0.805,0.349,1.762,30009,144.95
jefferson,IA,0.0,0.422,2.019,18322,108.263
johnson,IA,0.81,0.742,1.581,74022,280.212
jones,IA,0.738,0.163,2.14,22905,149.541
keokuk,IA,0.657,0.0,2.506,17721,179.448
kossuth,IA,0.0,0.203,2.074,26096,136.727
lee,IA,0.723,0.505,1.761,30661,91.699
linn,IA,0.846,0.815,1.28,105746,88.392
louisa,IA,0.668,0.0,2.149,13562,153.347
lucas,IA,0.674,0.0,2.282,12585,216.998
lyon,IA,0.682,0.0,1.442,11666,81.433
madison,IA,0.735,0.23,2.08,17925,175.243
mahaska,IA,0.763,0.435,2.138,22853,141.787
marion,IA,0.717,0.393,1.623,25374,89.984
marshall,IA,0.819,0.55,1.621,26986,117.645
mills,IA,0.742,0.248,2.4,17818,183.565
mitchell,IA,0.708,0.0,1.754,12124,90.444
monona,IA,0.624,0.0,3.175,20234,328.12
monroe,IA,0.0,0.0,2.468,16502,204.32
montgomery,IA,0.732,0.39,2.329,14524,180.079
muscatine,IA,0.855,0.515,1.526,24829,80.589
obrien,IA,0.697,0.219,2.002,18563,114.127
osceola,IA,0.631,0.0,2.507,12202,161.128
page,IA,0.744,0.487,2.253,18363,151.838
palo-alto,IA,0.015,0.0,2.108,16854,131.745
plymouth,IA,0.6,0.253,2.051,29079,150.067
pocahontas,IA,0.548,0.0,2.937,19636,137.102
polk,IA,0.858,0.929,1.357,214394,8727.144
pottawattamie,IA,0.79,0.63,1.491,53789,89.873
poweshiek,IA,0.61,0.258,1.967,21156,126.944
ringgold,IA,0.493,0.0,2.785,13757,345.156
sac,IA,0.554,0.0,2.317,18926,148.872
scott,IA,0.811,0.832,1.229,75128,25.213
shelby,IA,0.702,0.283,2.349,17511,153.476
sioux,IA,0.752,0.285,1.876,31888,95.255
story,IA,0.813,0.557,1.602,44218,259.243
tama,IA,0.694,0.196,2.372,23000,240.755
taylor,IA,0.632,0.0,3.484,16443,239.303
union,IA,0.738,0.487,2.219,14697,223.572
van-buren,IA,0.0,0.0,2.462,15007,179.511
wapello,IA,0.803,0.611,1.941,30631,81.826
warren,IA,0.841,0.433,1.648,36381,119.469
washington,IA,0.0,0.231,1.751,22030,98.493
wayne,IA,0.617,0.0,3.019,14010,264.852
webster,IA,0.762,0.502,1.839,33430,119.825
winnebago,IA,0.7,0.0,1.913,12375,122.752
winneshiek,IA,0.748,0.264,1.974,21359,123.804
woodbury,IA,0.742,0.728,1.466,55537,114.308
worth,IA,0.579,0.0,2.168,11845,150.454
wright,IA,0.656,0.0,2.209,18916,141.059
adams,IL,0.777,0.57,1.358,38650,101.834
alexander,IL,0.517,0.017,1.716,8369,460.706
bond,IL,0.688,0.217,1.66,14389,74.883
boone,IL,0.833,0.624,1.301,24261,47.122
brown,IL,0.627,0.0,1.603,5496,160.183
bureau,IL,0.718,0.337,1.493,27730,85.266
calhoun,IL,0.501,0.0,1.679,6496,115.054
carroll,IL,0.218,0.0,1.221,13833,60.511
cass,IL,0.745,0.313,1.806,12441,330.988
champaign,IL,0.761,0.694,1.289,80176,48.967
christian,IL,0.744,0.407,1.36,24529,80.871
clark,IL,0.622,0.0,1.403,14540,67.099
clay,IL,0.679,0.227,1.691,15617,79.489
clinton,IL,0.0,0.152,1.328,27016,204.26
coles,IL,0.791,0.588,1.359,27604,41.774
cook,IL,0.798,0.999,1.203,1860593,15.869
crawford,IL,0.69,0.254,1.474,17192,61.492
cumberland,IL,0.648,0.0,1.655,11764,75.341
de-witt,IL,0.711,0.335,1.233,11150,182.408
dekalb,IL,0.804,0.677,1.369,45024,50.589
douglas,IL,0.715,0.191,1.443,15359,65.004
dupage,IL,0.885,0.997,1.101,336882,21.792
edgar,IL,0.712,0.336,1.64,17985,97.653
edwards,IL,0.505,0.0,1.436,7553,56.553
effingham,IL,0.757,0.315,1.367,23465,38.905
fayette,IL,0.652,0.205,1.634,21725,86.279
ford,IL,0.686,0.225,1.289,10526,67.591
franklin,IL,0.73,0.355,1.491,31365,233.903
fulton,IL,0.743,0.273,1.465,27609,138.714
gallatin,IL,0.574,0.0,2.142,8302,378.501
greene,IL,0.642,0.0,1.504,11968,123.42
grundy,IL,0.809,0.642,1.285,27374,53.841
hamilton,IL,0.393,0.0,1.649,10451,136.62
hancock,IL,0.665,0.102,1.602,20917,87.754
hardin,IL,0.463,0.0,1.574,5006,819.33
henderson,IL,0.493,0.019,1.463,8043,114.7
henry,IL,0.807,0.425,1.309,31693,61.314
iroquois,IL,0.589,0.109,1.491,28137,82.866
jackson,IL,0.705,0.445,1.681,34221,177.635
jasper,IL,0.576,0.0,1.908,15968,95.764
jefferson,IL,0.713,0.33,1.602,30827,311.877
jersey,IL,0.956,0.373,1.493,14768,578.537
jo-daviess,IL,0.548,0.071,1.355,23865,176.267
johnson,IL,0.564,0.0,1.683,12952,114.238
kane,IL,0.852,0.929,1.178,186550,18.179
kankakee,IL,0.757,0.584,1.313,54918,27.779
kendall,IL,0.869,0.851,1.173,55843,17.594
knox,IL,0.705,0.504,1.31,33242,54.654
lake,IL,0.879,0.98,1.199,278666,29.265
lasalle,IL,0.743,0.593,1.32,70897,59.651
lawrence,IL,0.695,0.247,1.756,15273,108.193
lee,IL,0.558,0.257,1.336,28984,69.14
livingston,IL,0.0,0.201,1.231,26946,47.982
logan,IL,0.0,0.382,1.243,18833,87.942
macon,IL,0.752,0.764,1.252,57071,24.005
macoupin,IL,0.755,0.281,1.503,38112,70.364
madison,IL,0.838,0.803,1.272,136380,23.152
marion,IL,0.735,0.421,1.376,28535,35.243
marshall,IL,0.576,0.0,1.45,13153,70.193
mason,IL,0.596,0.0,1.806,16634,179.413
massac,IL,0.86,0.429,1.409,10716,89.0
mcdonough,IL,0.737,0.374,1.396,18241,68.435
mchenry,IL,0.858,0.83,1.257,149609,29.141
mclean,IL,0.784,0.648,1.174,71046,31.333
menard,IL,0.702,0.0,1.662,11950,124.346
mercer,IL,0.673,0.0,1.428,13874,96.593
monroe,IL,0.849,0.497,1.268,19459,65.016
montgomery,IL,0.7,0.32,1.573,25751,90.905
morgan,IL,0.8,0.483,1.449,22380,74.284
moultrie,IL,0.47,0.221,1.371,11134,49.944
ogle,IL,0.773,0.245,1.335,31345,58.551
peoria,IL,0.769,0.785,1.271,90136,33.353
perry,IL,0.698,0.24,1.414,16173,208.34
piatt,IL,0.698,0.265,1.362,12790,92.101
pike,IL,0.62,0.0,2.02,22063,179.461
pope,IL,0.499,0.0,2.172,7543,120.919
pulaski,IL,0.554,0.0,1.768,7578,126.226
putnam,IL,0.478,0.0,1.56,7599,86.161
randolph,IL,0.718,0.127,1.716,25975,237.674
richland,IL,0.759,0.385,1.441,13364,56.117
rock-island,IL,0.82,0.845,1.207,66063,30.173
saline,IL,0.654,0.282,1.511,21693,161.117
sangamon,IL,0.754,0.755,1.358,105535,177.757
schuyler,IL,0.59,0.0,1.783,9108,152.16
scott,IL,0.655,0.0,1.919,6752,143.701
shelby,IL,0.681,0.163,1.47,20988,173.099
st-clair,IL,0.769,0.822,1.463,149228,38.297
stark,IL,0.628,0.0,1.541,6046,105.588
stephenson,IL,0.8,0.446,1.331,27971,65.856
tazewell,IL,0.865,0.729,1.214,68074,21.119
union,IL,0.765,0.281,1.503,12845,131.78
vermilion,IL,0.725,0.511,1.57,54766,61.685
wabash,IL,0.779,0.455,1.601,9843,82.456
warren,IL,0.725,0.372,1.529,14189,95.934
washington,IL,0.614,0.006,2.012,20419,112.88
wayne,IL,0.624,0.199,1.782,20584,133.066
white,IL,0.64,0.249,2.234,20970,104.362
whiteside,IL,0.832,0.494,1.433,36840,71.769
will,IL,0.867,0.931,1.322,322885,1188.479
williamson,IL,0.714,0.532,1.601,50543,313.423
winnebago,IL,0.785,0.871,1.223,128031,25.659
woodford,IL,0.79,0.214,1.455,25880,53.689
adams,IN,0.829,0.3,1.416,20111,33.169
allen,IN,0.813,0.829,1.196,163881,13.921
bartholomew,IN,0.82,0.591,1.254,38481,30.294
benton,IN,0.64,0.0,1.399,7821,98.514
blackford,IN,0.784,0.432,1.365,8767,30.246
boone,IN,0.792,0.61,1.395,42082,36.462
brown,IN,0.57,0.0,1.425,15723,599.335
carroll,IN,0.691,0.094,1.953,21422,72.364
cass,IN,0.796,0.441,1.515,25475,54.443
clark,IN,0.815,0.723,1.3,62165,31.221
clay,IN,0.759,0.31,1.728,23322,52.275
clinton,IN,0.651,0.399,1.463,26053,47.516
crawford,IN,0.402,0.0,1.375,13131,38.48
daviess,IN,0.796,0.329,1.529,22113,178.173
dearborn,IN,0.828,0.37,1.505,32286,20.45
decatur,IN,0.814,0.375,1.517,17876,54.922
dekalb,IN,0.717,0.373,1.638,33766,39.938
delaware,IN,0.724,0.707,1.342,59963,18.761
dubois,IN,0.818,0.411,1.811,34895,163.943
elkhart,IN,0.833,0.74,1.306,88052,16.411
fayette,IN,0.879,0.559,1.382,14085,34.477
floyd,IN,0.828,0.619,1.432,46031,8.17
fountain,IN,0.71,0.0,1.545,15138,58.942
franklin,IN,0.715,0.082,1.542,17908,58.736
fulton,IN,0.502,0.289,1.371,16995,42.521
gibson,IN,0.751,0.193,1.313,21771,92.625
grant,IN,0.752,0.575,1.33,37799,69.693
greene,IN,0.728,0.137,1.506,25945,71.039
hamilton,IN,0.869,0.888,1.164,149619,13.682
hancock,IN,0.848,0.663,1.459,48535,19.509
harrison,IN,0.769,0.098,1.475,27794,37.607
hendricks,IN,0.838,0.789,1.298,83605,23.847
henry,IN,0.797,0.358,1.344,28277,38.378
howard,IN,0.783,0.705,1.243,43851,25.15
huntington,IN,0.827,0.418,1.391,22878,37.874
jackson,IN,0.817,0.378,1.442,26778,345.372
jasper,IN,0.779,0.139,1.381,21404,84.202
jay,IN,0.747,0.254,1.581,16450,65.603
jefferson,IN,0.805,0.445,1.467,20209,69.366
jennings,IN,0.729,0.19,1.529,20745,66.443
johnson,IN,0.845,0.818,1.225,69388,14.369
knox,IN,0.78,0.435,1.752,29932,81.346
kosciusko,IN,0.682,0.477,1.384,52431,36.489
lagrange,IN,0.703,0.0,1.703,27764,78.114
lake,IN,0.781,0.94,1.245,242767,17.516
laporte,IN,0.776,0.561,1.382,64558,31.802
lawrence,IN,0.801,0.28,1.497,32019,330.229
madison,IN,0.746,0.706,1.489,83629,14.425
marion,IN,0.77,0.986,1.154,345566,3.757
marshall,IN,0.763,0.194,1.467,30265,49.124
martin,IN,0.713,0.0,1.797,10273,157.29
miami,IN,0.769,0.42,1.58,23479,87.047
monroe,IN,0.689,0.648,1.42,65891,1187.281
montgomery,IN,0.81,0.364,1.396,23518,64.038
morgan,IN,0.827,0.397,1.436,43331,89.21
newton,IN,0.677,0.0,1.385,11627,166.786
noble,IN,0.765,0.172,1.356,27267,40.962
ohio,IN,0.754,0.0,1.277,3456,31.447
orange,IN,0.663,0.0,2.388,26913,886.0
owen,IN,0.675,0.0,1.544,17600,71.223
parke,IN,0.672,0.006,2.289,20899,131.582
perry,IN,0.612,0.336,1.58,17898,40.048
pike,IN,0.66,0.0,2.143,17473,414.081
porter,IN,0.856,0.712,1.298,81898,273.834
posey,IN,0.808,0.234,1.583,20424,104.462
pulaski,IN,0.674,0.0,2.239,18093,149.611
putnam,IN,0.744,0.185,1.562,25877,109.781
randolph,IN,0.748,0.27,1.481,18603,68.828
ripley,IN,0.754,0.144,1.365,18476,38.644
rush,IN,0.721,0.301,1.547,13131,79.754
scott,IN,0.781,0.258,1.52,15277,54.143
shelby,IN,0.793,0.39,1.59,30237,48.603
spencer,IN,0.632,0.0,1.866,23087,80.673
st-joseph,IN,0.79,0.875,1.219,119707,21.127
starke,IN,0.705,0.0,1.518,19866,40.866
steuben,IN,0.621,0.287,1.89,39362,26.13
sullivan,IN,0.688,0.183,1.674,18481,780.163
switzerland,IN,0.624,0.0,1.487,8279,44.713
tippecanoe,IN,0.781,0.747,1.499,80768,31.689
tipton,IN,0.724,0.287,1.538,12630,66.979
union,IN,0.557,0.0,1.416,6557,50.548
vanderburgh,IN,0.785,0.895,1.203,79432,6.977
vermillion,IN,0.723,0.319,1.491,12808,52.773
vigo,IN,0.747,0.684,1.463,59265,77.786
wabash,IN,0.808,0.423,1.341,19441,104.067
warren,IN,0.634,0.0,1.998,10637,151.21
warrick,IN,0.836,0.653,1.527,40488,619.659
washington,IN,0.783,0.186,1.433,19274,85.496
wayne,IN,0.809,0.566,1.311,35454,29.509
wells,IN,0.768,0.293,1.39,17985,37.993
white,IN,0.628,0.382,1.538,23110,74.569
whitley,IN,0.853,0.252,1.346,20304,32.794
allen,KS,0.713,0.365,1.482,10844,94.23
anderson,KS,0.67,0.0,1.408,7431,132.093
atchison,KS,0.794,0.503,1.35,9811,77.384
barber,KS,0.614,0.0,1.806,6988,1418.01
barton,KS,0.773,0.435,1.27,18174,140.371
bourbon,KS,0.69,0.386,1.491,12406,135.25
brown,KS,0.686,0.0,1.41,8752,163.295
butler,KS,0.794,0.469,1.269,34040,236.098
chase,KS,0.504,0.0,1.904,4509,1051.944
chautauqua,KS,0.553,0.0,1.827,5543,487.285
cherokee,KS,0.702,0.0,1.401,15995,77.081
cheyenne,KS,0.582,0.0,1.491,4888,550.485
clark,KS,0.55,0.0,1.899,3907,2732.464
clay,KS,0.723,0.362,1.408,7774,274.793
cloud,KS,0.68,0.349,1.442,9422,145.928
coffey,KS,0.694,0.0,1.423,8338,612.784
comanche,KS,0.58,0.0,1.941,3551,1533.546
cowley,KS,0.781,0.569,1.288,20992,224.593
crawford,KS,0.0,0.463,1.433,24323,56.621
decatur,KS,0.601,0.0,1.52,4870,368.34
dickinson,KS,0.743,0.267,1.364,14426,101.652
doniphan,KS,0.662,0.199,1.729,7839,136.044
douglas,KS,0.771,0.765,1.2,41189,63.783
edwards,KS,0.582,0.0,1.539,4606,289.591
elk,KS,0.536,0.0,1.684,4426,719.907
ellis,KS,0.802,0.567,1.238,15766,117.959
ellsworth,KS,0.629,0.0,1.445,6410,502.367
finney,KS,0.84,0.662,1.256,15813,458.374
ford,KS,0.804,0.607,1.346,16501,153.708
franklin,KS,0.767,0.385,1.289,14909,84.136
geary,KS,0.806,0.787,1.352,13856,335.311
gove,KS,0.557,0.0,1.556,4684,749.34
graham,KS,0.46,0.0,1.536,5118,374.413
grant,KS,0.732,0.556,1.531,5786,341.721
gray,KS,0.651,0.0,1.742,6482,505.391
greeley,KS,0.484,0.0,1.458,3411,445.351
greenwood,KS,0.611,0.0,1.798,9482,846.947
hamilton,KS,0.521,0.0,1.669,4414,1179.742
harper,KS,0.561,0.0,1.428,7233,236.309
harvey,KS,0.773,0.504,1.307,19219,54.236
haskell,KS,0.516,0.0,1.655,4359,643.014
hodgeman,KS,0.55,0.0,1.553,3585,475.385
jackson,KS,0.714,0.0,1.404,9777,211.477
jefferson,KS,0.704,0.006,1.533,15441,444.253
jewell,KS,0.484,0.0,1.602,6948,247.345
johnson,KS,0.806,0.921,1.21,257427,21.357
kearny,KS,0.568,0.0,1.53,4246,1218.864
kingman,KS,0.605,0.0,1.364,8015,182.243
kiowa,KS,0.548,0.0,1.755,4118,1348.632
labette,KS,0.746,0.397,1.418,15435,97.951
lane,KS,0.527,0.0,1.522,3498,428.587
leavenworth,KS,0.833,0.556,1.197,32587,28.157
lincoln,KS,0.0,0.0,1.61,5373,288.321
linn,KS,0.375,0.0,1.568,18973,112.242
logan,KS,0.537,0.0,1.498,4284,786.346
lyon,KS,0.815,0.573,1.283,17131,158.378
marion,KS,0.669,0.0,1.473,12411,293.588
marshall,KS,0.69,0.0,1.366,9994,189.633
mcpherson,KS,0.772,0.329,1.249,18379,69.613
meade,KS,0.635,0.0,1.727,5486,1161.009
miami,KS,0.775,0.196,1.254,18660,71.753
mitchell,KS,0.697,0.0,1.496,7533,386.518
montgomery,KS,0.76,0.496,1.385,22930,145.296
morris,KS,0.63,0.0,1.439,6283,320.112
morton,KS,0.502,0.0,1.796,5026,3364.814
nemaha,KS,0.725,0.0,1.354,8747,108.778
neosho,KS,0.777,0.447,1.406,12156,142.634
ness,KS,0.522,0.0,1.589,6104,379.402
norton,KS,0.655,0.0,1.507,6124,361.858
osage,KS,0.693,0.0,1.371,12656,287.8
osborne,KS,0.567,0.0,1.62,6615,279.836
ottawa,KS,0.646,0.0,1.461,6762,179.898
pawnee,KS,0.592,0.393,1.391,6668,204.526
phillips,KS,0.666,0.0,1.54,7309,322.099
pottawatomie,KS,0.788,0.291,1.495,17281,296.002
pratt,KS,0.66,0.477,1.345,8278,186.257
rawlins,KS,0.527,0.0,1.677,5022,616.073
reno,KS,0.698,0.572,1.216,35448,67.539
republic,KS,0.552,0.0,1.421,7262,156.962
rice,KS,0.604,0.0,1.325,9345,104.306
riley,KS,0.708,0.746,1.348,24917,602.275
rooks,KS,0.595,0.0,1.452,6892,290.112
rush,KS,0.475,0.0,1.422,5402,191.722
russell,KS,0.593,0.362,1.347,7914,256.117
saline,KS,0.822,0.758,1.198,26739,135.812
scott,KS,0.765,0.0,1.457,5005,357.497
sedgwick,KS,0.76,0.894,1.291,236030,16.331
seward,KS,0.776,0.764,1.329,10309,272.998
shawnee,KS,0.748,0.792,1.176,76825,13.427
sheridan,KS,0.587,0.0,1.411,4207,329.481
sherman,KS,0.664,0.454,1.414,6419,462.322
smith,KS,0.581,0.0,1.568,6788,240.995
stafford,KS,0.584,0.0,1.354,6086,321.115
stanton,KS,0.512,0.0,2.008,4058,966.987
stevens,KS,0.68,0.0,1.713,5860,482.072
sumner,KS,0.674,0.264,1.301,18124,93.103
thomas,KS,0.651,0.392,1.381,7483,274.151
trego,KS,0.558,0.0,1.49,4804,494.286
wabaunsee,KS,0.637,0.0,1.572,7236,375.411
wallace,KS,0.524,0.0,1.608,2942,1370.636
washington,KS,0.59,0.0,1.457,7984,173.877
wichita,KS,0.57,0.0,1.406,3383,409.973
wilson,KS,0.689,0.0,1.601,9945,147.622
woodson,KS,0.588,0.0,1.558,4890,326.933
wyandotte,KS,0.731,0.926,1.208,67933,13.752
alcona,MI,0.002,0.078,1.333,19955,4424.363
alger,MI,0.439,0.0,1.513,12468,8718.182
allegan,MI,0.721,0.305,1.245,68764,112.956
alpena,MI,0.0,0.406,1.202,22419,99.619
antrim,MI,0.395,0.0,1.404,37527,111.377
arenac,MI,0.534,0.183,1.394,18077,79.765
baraga,MI,0.45,0.0,1.606,10851,4651.44
barry,MI,0.789,0.105,1.202,33882,86.654
bay,MI,0.809,0.654,1.16,52428,23.939
benzie,MI,0.466,0.177,1.327,19436,301.364
berrien,MI,0.721,0.664,1.254,86131,21.122
branch,MI,0.776,0.204,1.26,26843,38.116
calhoun,MI,0.527,0.618,1.205,63121,31.675
cass,MI,0.713,0.197,1.374,36107,59.243
charlevoix,MI,0.497,0.276,1.37,31236,160.859
cheboygan,MI,0.528,0.156,1.393,30396,1163.766
chippewa,MI,0.542,0.201,1.425,31881,4764.088
clare,MI,0.478,0.088,1.33,36462,159.649
clinton,MI,0.836,0.396,1.212,37691,41.673
crawford,MI,0.463,0.0,1.362,18018,1767.357
delta,MI,0.631,0.126,1.564,22456,3464.35
dickinson,MI,0.517,0.496,1.446,23038,3401.287
eaton,MI,0.0,0.525,1.115,46363,16.233
emmet,MI,0.571,0.34,1.329,32130,117.425
genesee,MI,,0.801,1.252,189714,78.396
gladwin,MI,0.517,0.0,1.305,27707,570.021
gogebic,MI,0.538,0.232,1.666,20835,14612.135
grand-traverse,MI,0.712,0.51,1.208,55381,178.744
gratiot,MI,0.732,0.243,1.314,22407,104.419
hillsdale,MI,0.661,0.148,1.451,33531,41.043
houghton,MI,0.486,0.344,1.434,29816,3341.822
huron,MI,0.569,0.0,1.331,33014,54.851
ingham,MI,0.806,0.807,1.137,101734,14.238
ionia,MI,0.828,0.256,1.307,31499,47.352
iosco,MI,0.485,0.426,1.326,31410,3864.534
iron,MI,0.496,0.0,1.582,20129,3661.464
isabella,MI,0.744,0.255,1.3,30727,44.36
jackson,MI,0.788,0.444,1.253,77804,33.955
kalamazoo,MI,0.826,0.721,1.39,118115,21.172
kalkaska,MI,0.507,0.0,1.371,20495,2094.234
kent,MI,0.828,0.796,1.106,229730,13.314
keweenaw,MI,0.365,0.0,1.5,4772,5398.395
lake,MI,0.255,0.0,1.328,27118,7353.065
lapeer,MI,0.816,0.089,1.198,43441,25.97
leelanau,MI,0.541,0.087,1.338,25053,142.258
lenawee,MI,0.738,0.328,1.219,54604,29.467
livingston,MI,0.842,0.599,1.14,88960,17.653
luce,MI,0.434,0.0,1.711,10064,28663.379
mackinac,MI,0.35,0.107,1.473,22455,8616.859
macomb,MI,0.851,0.958,1.099,331536,107.027
manistee,MI,0.539,0.207,1.358,25001,4853.069
marquette,MI,0.701,0.363,1.381,45857,2253.022
mason,MI,0.633,0.29,1.298,24731,1103.681
mecosta,MI,0.533,0.111,1.309,33531,58.48
menominee,MI,0.623,0.244,1.521,23804,1167.245
midland,MI,0.826,0.501,1.21,41492,95.397
missaukee,MI,0.537,0.0,1.424,15992,310.849
monroe,MI,0.866,0.556,1.191,70019,23.825
montcalm,MI,0.685,0.118,1.344,44307,44.321
montmorency,MI,0.007,0.0,1.489,18889,1930.903
muskegon,MI,0.803,0.687,1.183,83400,28.814
newaygo,MI,0.6,0.065,1.313,39850,6212.537
oakland,MI,0.0,0.935,1.073,489104,53.501
oceana,MI,0.488,0.0,1.326,26439,55.363
ogemaw,MI,0.444,0.0,1.321,26073,811.81
ontonagon,MI,0.419,0.0,1.669,13687,7763.109
osceola,MI,0.0,0.0,1.289,21519,45.03
oscoda,MI,0.381,0.0,1.391,14739,9651.911
otsego,MI,0.478,0.217,1.397,26884,411.016
ottawa,MI,0.878,0.751,1.141,113937,23.521
presque-isle,MI,0.45,0.0,1.466,22990,545.624
roscommon,MI,0.427,0.598,1.298,34516,2034.795
saginaw,MI,0.799,0.619,1.259,96806,33.876
sanilac,MI,0.642,0.12,1.277,32322,63.425
schoolcraft,MI,0.487,0.0,1.627,13506,21242.411
shiawassee,MI,0.829,0.354,1.234,35217,30.583
st-clair,MI,0.803,0.545,1.179,77518,35.985
st-joseph,MI,0.771,0.279,1.329,35562,36.503
tuscola,MI,0.736,0.069,1.311,36117,65.044
van-buren,MI,0.652,0.225,1.328,50983,55.43
washtenaw,MI,0.848,0.743,1.139,126299,21.95
wayne,MI,0.741,0.99,1.278,803513,40.051
wexford,MI,0.662,0.3,1.315,25846,169.829
aitkin,MN,0.402,0.0,2.162,43098,21624.813
anoka,MN,0.886,0.805,1.116,139323,51.452
becker,MN,0.541,0.216,1.456,34101,1425.272
beltrami,MN,0.533,0.236,1.637,41377,15877.015
benton,MN,0.803,0.408,1.398,20255,50.723
big-stone,MN,0.513,0.0,1.577,7898,149.193
blue-earth,MN,0.789,0.473,1.391,33406,44.867
brown,MN,0.82,0.388,1.418,18597,70.343
carlton,MN,0.651,0.288,1.843,33960,1378.976
carver,MN,0.869,0.707,1.166,46946,30.11
cass,MN,0.396,0.0,1.568,51312,6433.105
chippewa,MN,0.663,0.299,1.498,11904,226.321
chisago,MN,0.816,0.313,1.279,29962,108.968
clay,MN,0.769,0.571,1.26,31099,79.243
clearwater,MN,0.544,0.0,1.512,9727,1288.958
cook,MN,0.311,0.0,1.615,12586,86484.175
cottonwood,MN,0.686,0.0,1.445,10906,108.961
crow-wing,MN,0.534,0.146,1.675,79736,804.288
dakota,MN,0.907,0.927,1.139,164522,26.369
dodge,MN,0.818,0.302,1.302,12309,72.228
douglas,MN,0.618,0.34,1.334,33248,40.192
faribault,MN,0.682,0.0,1.511,15176,89.95
fillmore,MN,0.667,0.0,1.572,20847,105.67
freeborn,MN,0.778,0.45,1.431,22360,73.682
goodhue,MN,0.806,0.279,1.377,29052,64.462
grant,MN,0.52,0.0,1.415,7679,145.121
hennepin,MN,0.861,0.962,1.13,445419,26.958
houston,MN,0.773,0.224,1.653,16199,137.483
hubbard,MN,0.516,0.0,1.67,28909,1904.255
isanti,MN,0.81,0.333,1.322,23301,34.938
itasca,MN,0.522,0.118,2.357,80484,7159.25
jackson,MN,0.659,0.0,1.441,10963,108.235
kanabec,MN,0.659,0.0,1.321,12025,163.179
kandiyohi,MN,0.702,0.418,1.4,29552,64.738
kittson,MN,0.471,0.0,1.802,10106,648.45
koochiching,MN,0.495,0.3,5.036,55295,217834.05
lac-qui-parle,MN,0.626,0.0,1.507,8804,204.113
lake,MN,0.439,0.0,4.269,47037,691980.54
lake-of-the-woods,MN,0.428,0.0,1.827,9363,39856.233
le-sueur,MN,0.765,0.108,1.367,19459,75.286
lincoln,MN,0.622,0.0,1.451,6942,126.594
lyon,MN,0.601,0.344,1.386,16313,74.349
mahnomen,MN,0.432,0.0,1.583,6193,1375.348
marshall,MN,0.525,0.0,1.584,15374,537.919
martin,MN,0.72,0.282,1.314,15490,73.217
mcleod,MN,0.838,0.454,1.307,20371,47.442
meeker,MN,0.479,0.196,1.295,18271,75.617
mille-lacs,MN,0.593,0.117,1.353,20920,147.901
